utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
98,,,,,00:00:00,MOT,I think he's a little boy .,I think he be a little boy .,pro_sub v pro_sub cop det_art adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
99,,,,,00:00:00,MOT,might be having trouble on his knees .,might be have trouble on his knee .,mod aux part n prep det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
100,,,,,00:00:00,MOT,looks to me like you're making him dance .,look to me like you be make him dance .,v prep pro_obj prep pro_per aux part pro_obj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
101,,,,,00:00:00,MOT,but he's gonna trip on his shoelaces tie some bows ?,but he be go to trip on his shoelace tie some bow ?,conj pro_sub aux part inf v prep det_poss n v qn n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
102,,,,,00:00:00,MOT,there we go .,there we go .,adv pro_sub v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
103,,,,,00:00:00,MOT,tie the boy's shoe ?,tie the boy shoe ?,v det_art adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
104,,,,,00:00:00,MOT,okay !,okay !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
105,,,,,00:00:00,MOT,want him to sit down on the dragon cage ?,want him to sit down on the dragon cage ?,v pro_obj inf v adv prep det_art n n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
106,,,,,00:00:00,MOT,I hope the dragon doesn't try to eat him .,I hope the dragon do not try to eat him .,pro_sub v det_art n mod neg v inf v pro_obj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
107,,,,,00:00:00,MOT,there he goes .,there he go .,adv pro_sub v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
108,,,,,00:00:00,MOT,on he's knees alright .,on he be knee alright .,adv pro_sub cop n adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
109,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
110,,,,,00:00:00,MOT,hm ?,hm ?,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
111,,,,,00:00:00,MOT,he's on his knees .,he be on his knee .,pro_sub cop prep det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
112,,,,,00:00:00,MOT,whoops !,whoops !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
113,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
114,,,,,00:00:00,MOT,okay ...,okay ...,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
115,,,,,00:00:00,MOT,I don't know mean honey .,I do not know mean honey .,pro_sub mod neg v v n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
116,,,,,00:00:00,MOT,y wanna turn him on his tummy ?,you want to turn him on his tum ?,pro_per v inf v pro_obj prep det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
117,,,,,00:00:00,MOT,on his back ?,on his back ?,prep det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
118,,,,,00:00:00,MOT,should zip his pants up probably there it goes .,should zip his pants up probable there it go .,mod v det_poss n_pt adv adv adv pro_per v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
119,,,,,00:00:00,MOT,you want him to sit down like Annie ?,you want him to sit down like Annie ?,pro_per v pro_obj inf v adv co n_prop,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
120,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
121,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
122,,,,,00:00:00,MOT,alrightie !,alrightie !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
123,,,,,00:00:00,MOT,there's one oh !,there be one oh !,pro_exist cop pro_indef co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
124,,,,,00:00:00,MOT,what do I see look !,what do I see look !,pro_int mod pro_sub v v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
125,,,,,00:00:00,MOT,like a dolphin it's a whale .,like a dolphin it be a whale .,prep det_art n pro_per cop det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
126,,,,,00:00:00,MOT,okay you want the boy to put the whale on here goes .,okay you want the boy to put the whale on here go .,co pro_per v det_art n inf v det_art n adv adv v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
127,,,,,00:00:00,MOT,you want the boy to put three on ?,you want the boy to put three on ?,pro_per v det_art n inf v det_num prep,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
128,,,,,00:00:00,MOT,I see an elephant !,I see a elephant !,pro_sub v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
129,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
130,,,,,00:00:00,MOT,it's a cow !,it be a cow !,pro_per cop det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
131,,,,,00:00:00,MOT,careful !,careful !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
132,,,,,00:00:00,MOT,lion !,lion !,n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
133,,,,,00:00:00,MOT,there e goes !,there he go !,adv pro_sub v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
134,,,,,00:00:00,MOT,thank_you can I have the puppy ?,thank_you can I have the puppy ?,co mod pro_sub v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
135,,,,,00:00:00,MOT,where's his what ?,where be his what ?,pro_int cop det_poss pro_int,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
136,,,,,00:00:00,MOT,his neck ?,his neck ?,det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
137,,,,,00:00:00,MOT,he has so much hair you can't see his neck !,he have so much hair you can not see his neck !,pro_sub aux adv qn n pro_per mod neg v det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
138,,,,,00:00:00,MOT,there !,there !,adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
139,,,,,00:00:00,MOT,maybe he is a bunny !,maybe he be a bunny !,adv pro_sub cop det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
140,,,,,00:00:00,MOT,he looks a little like a bunny he has such long ears what a funny looking dog !,he look a little like a bunny he have such long ear what a fun look dog !,pro_sub cop det_art adj prep det_art n pro_sub aux qn adj n pro_int det_art adj part n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
141,,,,,00:00:00,MOT,oh no !,oh no !,co co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
142,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
143,,,,,00:00:00,MOT,do what ?,do what ?,mod pro_int,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
144,,,,,00:00:00,MOT,hm the kitten okay there's one k for kitten !,hm the kitten okay there be one k for kitten !,co det_art n adj pro_exist cop pro_indef n_let prep n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
145,,,,,00:00:00,MOT,raccoon !,raccoon !,n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
146,,,,,00:00:00,MOT,y know what that is a cow !,you know what that be a cow !,pro_per v pro_int adv aux det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
147,,,,,00:00:00,MOT,okay moo !,okay moo !,co v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
148,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
149,,,,,00:00:00,MOT,oink oink !,oink oink !,on on,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
150,,,,,00:00:00,MOT,not squeak squeak !,not squeak squeak !,neg n n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
151,,,,,00:00:00,MOT,next !,next !,adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
152,,,,,00:00:00,MOT,one two three ?,one two three ?,det_num det_num det_num,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
153,,,,,00:00:00,MOT,four turtle !,four turtle !,det_num n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
154,,,,,00:00:00,MOT,the boy get it okay !,the boy get it okay !,det_art n v pro_per adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
155,,,,,00:00:00,MOT,oh this one's heavy jump !,oh this one be heavy jump !,co pro_dem pro_indef cop adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
156,,,,,00:00:00,MOT,jump !,jump !,n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
157,,,,,00:00:00,MOT,will you help me put it on ?,will you help me put it on ?,mod pro_per v pro_obj v pro_per adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
158,,,,,00:00:00,CHI,gem ?,gem ?,n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
159,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
160,,,,,00:00:00,MOT,on Annie's lap ?,on Annie lap ?,prep adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
161,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
162,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
163,,,,,00:00:00,MOT,the boy's too heavy ?,the boy be too heavy ?,det_art n cop adv adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
164,,,,,00:00:00,MOT,or the block's too heavy ?,or the block be too heavy ?,coord det_art n cop adv adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
165,,,,,00:00:00,MOT,sit down on the dragon ?,sit down on the dragon ?,v adv prep det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
166,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
167,,,,,00:00:00,MOT,ya wanna play with the,you want to play with the,pro_per v inf v prep det_art,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
168,,,,,00:00:00,MOT,sit down on Annie ?,sit down on Annie ?,v adv prep n_prop,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
169,,,,,00:00:00,MOT,on Annie's knee ?,on Annie knee ?,prep adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
170,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
171,,,,,00:00:00,MOT,is he standing on Annie's knee ?,be he stand on Annie knee ?,cop pro_sub part prep adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
172,,,,,00:00:00,MOT,on Annie's lap .,on Annie lap .,prep adj n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
173,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
174,,,,,00:00:00,MOT,we could make a bridge with these blocks .,we could make a bridge with these block .,pro_sub mod v det_art n prep det_dem n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
175,,,,,00:00:00,MOT,you wanna ?,you want to ?,pro_per v inf,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
176,,,,,00:00:00,MOT,make a bridge ?,make a bridge ?,v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
177,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
178,,,,,00:00:00,MOT,there he goes .,there he go .,adv pro_sub v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
179,,,,,00:00:00,MOT,one two ...,one two ...,det_num det_num,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
180,,,,,00:00:00,MOT,three okay whoops let's put this one down here ...,three okay whoop let us put this one down here ...,det_num adj n v pro_obj v det_dem pro_indef prep n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
181,,,,,00:00:00,MOT,one yeah two now one more and get the book .,one yeah two now one more and get the book .,det_num co det_num adv det_num adv coord v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
182,,,,,00:00:00,MOT,we'll make a bridge .,we will make a bridge .,pro_sub mod v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
183,,,,,00:00:00,MOT,can ya get this book Annie ?,can you get this book Annie ?,mod pro_per v det_dem n n_prop,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
184,,,,,00:00:00,MOT,make a bridge ?,make a bridge ?,v det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
185,,,,,00:00:00,MOT,good !,good !,adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
186,,,,,00:00:00,MOT,can I go through that bridge ?,can I go through that bridge ?,mod pro_sub v adv pro_dem v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
187,,,,,00:00:00,MOT,okay !,okay !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
188,,,,,00:00:00,MOT,make a tower on the bridge ?,make a tower on the bridge ?,v det_art n prep det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
189,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
190,,,,,00:00:00,MOT,I think that's his bed .,I think that be his bed .,pro_sub v comp aux det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
191,,,,,00:00:00,MOT,looks like ...,look like ...,v conj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
192,,,,,00:00:00,MOT,he needs to sit down ?,he need to sit down ?,pro_sub v 0inf v adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
193,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
194,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
195,,,,,00:00:00,MOT,he can get up .,he can get up .,pro_sub mod v adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
196,,,,,00:00:00,MOT,ya wanna put im in a box ?,you want to put him in a box ?,pro_per v inf v pro_obj prep det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
197,,,,,00:00:00,MOT,where's back ?,where be back ?,pro_int cop n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
198,,,,,00:00:00,MOT,I think he was right here .,I think he be right here .,pro_sub v pro_sub cop adv adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
199,,,,,00:00:00,MOT,says I'm hiding !,say I be hide !,v pro_sub aux part,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
200,,,,,00:00:00,MOT,I'm hiding !,I be hide !,pro_sub aux part,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
201,,,,,00:00:00,MOT,a strap yeah hum I think that's his leash maybe .,a strap yeah hum I think that be his leash maybe .,det_art n co n pro_sub v comp aux det_poss n adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
202,,,,,00:00:00,MOT,when he goes for a walk yeah that's what it is .,when he go for a walk yeah that be what it be .,conj pro_sub v prep det_art n co pro_dem cop pro_int pro_per cop,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
203,,,,,00:00:00,MOT,that's what ya hold when you take him for a walk so he doesn't run into the street .,that be what you hold when you take him for a walk so he do not run into the street .,pro_dem cop pro_int pro_per v conj pro_per v pro_obj prep det_art n co pro_sub mod neg v prep det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
204,,,,,00:00:00,MOT,you can try to ...,you can try to ...,pro_per mod v prep,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
205,,,,,00:00:00,MOT,okay watch .,okay watch .,co n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
206,,,,,00:00:00,MOT,to close the door close the door no .,to close the door close the door no .,inf v det_art n adj det_art n co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
207,,,,,00:00:00,MOT,ya strap it ya go and it sticks .,you strap it you go and it stick .,pro_per v pro_per pro_per v coord pro_per v,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
208,,,,,00:00:00,MOT,do what again ?,do what again ?,mod pro_int adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
209,,,,,00:00:00,MOT,there's the boy !,there be the boy !,pro_exist cop det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
210,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
211,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
212,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
213,,,,,00:00:00,MOT,hum ?,hum ?,n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
214,,,,,00:00:00,MOT,yeah I wish it were a burry !,yeah I wish it be a burry !,co pro_sub v pro_per cop det_art chi,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
215,,,,,00:00:00,MOT,you know what it's sposta be ?,you know what it be suppose to be ?,pro_per v pro_int pro_per aux part inf cop,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
216,,,,,00:00:00,MOT,it's sposta be a piece of steak .,it be suppose to be a piece of steak .,pro_per aux part inf cop det_art n prep n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
217,,,,,00:00:00,MOT,maybe that boy would like to have a piece of steak for breakfast .,maybe that boy will like to have a piece of steak for breakfast .,adv pro_rel n mod v inf v det_art n prep n prep n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
218,,,,,00:00:00,MOT,yeah !,yeah !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
219,,,,,00:00:00,MOT,say ,say ,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
220,,,,,00:00:00,MOT,open that open that mouth !,open that open that mouth !,adj adv adj adv n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
221,,,,,00:00:00,MOT,hm !,hm !,co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
222,,,,,00:00:00,MOT,steak yeah .,steak yeah .,n co,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
223,,,,,00:00:00,MOT,oh so do I .,oh so do I .,co adv mod pro_sub,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
224,,,,,00:00:00,MOT,s it taste good ?,do it taste good ?,mod pro_per v adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
225,,,,,00:00:00,MOT,do you know who really likes his see is the dragon please can I have some steak ?,do you know who really like his see be the dragon please can I have some steak ?,mod pro_per v pro_int adv v det_poss co cop det_art n co mod pro_sub v qn n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
226,,,,,00:00:00,MOT,please can I have some steak ?,please can I have some steak ?,co mod pro_sub v qn n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
227,,,,,00:00:00,MOT,that boy tastes pretty good !,that boy taste pretty good !,adv co n adv adj,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
228,,,,,00:00:00,MOT,have some more of the boy .,have some more of the boy .,v qn qn prep det_art n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
229,,,,,00:00:00,MOT,I ate it all up .,I eat it all up .,pro_sub v pro_per adv adv,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
230,,,,,00:00:00,MOT,growls who took my steak ?,growl who take my steak ?,n pro_rel v det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
231,,,,,00:00:00,MOT,you took your steak !,you take your steak !,pro_per v det_poss n,,formatted/Bernstein/Anne/010800.json,u16 u17 u29 u56 u78 u115 u158 u158 u158 u158 u158 u201,anne
