utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
17,,,,,00:00:00,MOT,why ?,why ?,pro_rel,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
18,,,,,00:00:00,MOT,why are you dancing ?,why be you dance ?,pro_int aux pro_per part,,formatted/Bates/Story28/georgest.json,u5 u40,george
19,,,,,00:00:00,CHI,,,,,formatted/Bates/Story28/georgest.json,u5 u40,george
20,,,,,00:00:00,MOT,why don't you read the book ?,why do not you read the book ?,pro_int mod neg pro_per v det_art n,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
21,,,,,00:00:00,MOT,let's look at the book .,let us look at the book .,v pro_obj v prep det_art n,,formatted/Bates/Story28/georgest.json,u5 u40,george
22,,,,,00:00:00,MOT,oh who's that ?,oh who be that ?,co pro_int cop pro_dem,<1w> points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
23,,,,,00:00:00,CHI,he's looking out the window .,he be look out the window .,pro_sub aux part prep det_art n,looks at book . points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
24,,,,,00:00:00,MOT,he's looking out the window ?,he be look out the window ?,pro_sub aux part prep det_art n,,formatted/Bates/Story28/georgest.json,u5 u40,george
25,,,,,00:00:00,CHI,xxx see you tomorrow ., see you tomorrow ., v pro_per adv_tem,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
26,,,,,00:00:00,MOT,I'll see you tomorrow ?,I will see you tomorrow ?,pro_sub mod v pro_per adv_tem,<1w> looks at George .,formatted/Bates/Story28/georgest.json,u5 u40,george
27,,,,,00:00:00,MOT,what's this here ?,what be this here ?,pro_int cop pro_dem adv,<1w> points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
28,,,,,00:00:00,CHI,a bird house .,a bird house .,det_art n n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
29,,,,,00:00:00,MOT,a bird house ?,a bird house ?,det_art n n,,formatted/Bates/Story28/georgest.json,u5 u40,george
30,,,,,00:00:00,CHI,yeah .,yeah .,co,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
31,,,,,00:00:00,MOT,oh .,oh .,co,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
32,,,,,00:00:00,MOT,what does she got on there ?,what do she get on there ?,pro_int mod pro_sub v prep n,,formatted/Bates/Story28/georgest.json,u5 u40,george
33,,,,,00:00:00,CHI,boots .,boot .,n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
34,,,,,00:00:00,MOT,boots .,boot .,n,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
35,,,,,00:00:00,MOT,who is that ?,who be that ?,pro_int cop pro_dem,,formatted/Bates/Story28/georgest.json,u5 u40,george
36,,,,,00:00:00,MOT,what's her name ?,what be her name ?,pro_int cop det_poss n,,formatted/Bates/Story28/georgest.json,u5 u40,george
37,,,,,00:00:00,CHI,bunny !,bunny !,n,smiles,formatted/Bates/Story28/georgest.json,u5 u40,george
38,,,,,00:00:00,MOT,oh it's bunny .,oh it be bunny .,co pro_per cop n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
39,,,,,00:00:00,CHI,that's bunny .,that be bunny .,pro_dem cop n,looks at Investigator,formatted/Bates/Story28/georgest.json,u5 u40,george
40,,,,,00:00:00,MOT,what's she doing here ?,what be she do here ?,pro_int cop pro_sub part adv,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
41,,,,,00:00:00,MOT,what's this here ?,what be this here ?,pro_int cop pro_dem adv,,formatted/Bates/Story28/georgest.json,u5 u40,george
42,,,,,00:00:00,CHI,uhoh .,uhoh .,co,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
43,,,,,00:00:00,CHI,what's that Mommy ?,what be that Mommy ?,pro_int cop comp n_prop,,formatted/Bates/Story28/georgest.json,u5 u40,george
44,,,,,00:00:00,MOT,look at that !,look at that !,v prep pro_dem,<1w> points to book .,formatted/Bates/Story28/georgest.json,u5 u40,george
45,,,,,00:00:00,MOT,do you remember the story ?,do you remember the story ?,mod pro_per v det_art n,,formatted/Bates/Story28/georgest.json,u5 u40,george
46,,,,,00:00:00,MOT,what was she doing right here ?,what be she do right here ?,pro_int cop pro_sub part adv n,<1w> looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
47,,,,,00:00:00,CHI,playing .,play .,part,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
48,,,,,00:00:00,MOT,oh what was she playing ?,oh what be she play ?,co pro_int cop pro_sub part,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
49,,,,,00:00:00,CHI,,,,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
50,,,,,00:00:00,MOT,looks kind of like a sled .,look kind of like a sled .,v n prep co det_art n,,formatted/Bates/Story28/georgest.json,u5 u40,george
51,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bates/Story28/georgest.json,u5 u40,george
52,,,,,00:00:00,CHI,he got snowman .,he get snowman .,pro_sub v n,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
53,,,,,00:00:00,MOT,oh .,oh .,co,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
54,,,,,00:00:00,MOT,she make that all by herself ?,she make that all by herself ?,pro_sub v comp adv prep pro_refl,,formatted/Bates/Story28/georgest.json,u5 u40,george
55,,,,,00:00:00,CHI,yep !,yep !,co,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
56,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
57,,,,,00:00:00,MOT,who's that ?,who be that ?,pro_int cop pro_dem,<1w> points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
58,,,,,00:00:00,CHI,that .,that .,comp,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
59,,,,,00:00:00,MOT,who is that ?,who be that ?,pro_int cop pro_dem,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
60,,,,,00:00:00,CHI,who is that ?,who be that ?,pro_int cop pro_dem,looks at Investigator,formatted/Bates/Story28/georgest.json,u5 u40,george
61,,,,,00:00:00,MOT,can you tell me what that is ?,can you tell me what that be ?,mod pro_per v pro_obj pro_int comp cop,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
62,,,,,00:00:00,CHI,xxx,,,,formatted/Bates/Story28/georgest.json,u5 u40,george
63,,,,,00:00:00,MOT,it's that bird .,it be that bird .,pro_per cop det_dem n,,formatted/Bates/Story28/georgest.json,u5 u40,george
64,,,,,00:00:00,MOT,do you remember the birdie ?,do you remember the bird ?,mod pro_per v det_art n,<1w> points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
65,,,,,00:00:00,MOT,what's that birdie say ?,what be that bird say ?,pro_int cop pro_dem n co,,formatted/Bates/Story28/georgest.json,u5 u40,george
66,,,,,00:00:00,CHI,tweet !,tweet !,on,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
67,,,,,00:00:00,CHI,tweet !,tweet !,on,,formatted/Bates/Story28/georgest.json,u5 u40,george
68,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
69,,,,,00:00:00,CHI,bum_bum_bum .,bum_bum_bum .,wplay,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
70,,,,,00:00:00,MOT,oh look .,oh look .,co n,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
71,,,,,00:00:00,MOT,what's the bunny doing ?,what be the bunny do ?,pro_int aux det_art n part,,formatted/Bates/Story28/georgest.json,u5 u40,george
72,,,,,00:00:00,CHI,crying .,cry .,part,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
73,,,,,00:00:00,MOT,how come ?,how come ?,pro_int v,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
74,,,,,00:00:00,MOT,why is that bunny crying ?,why be that bunny cry ?,pro_int cop comp n part,,formatted/Bates/Story28/georgest.json,u5 u40,george
75,,,,,00:00:00,CHI,he was crying bitin his mommy .,he be cry bite his mommy .,pro_sub aux part part det_poss n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
76,,,,,00:00:00,MOT,oh .,oh .,co,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
77,,,,,00:00:00,MOT,what's the bunny doing here ?,what be the bunny do here ?,pro_int aux det_art n part adv,,formatted/Bates/Story28/georgest.json,u5 u40,george
78,,,,,00:00:00,CHI,making wood .,make wood .,part n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
79,,,,,00:00:00,MOT,hm ?,hm ?,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
80,,,,,00:00:00,CHI,he gots some wood .,he gots some wood .,pro_sub neo qn n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
81,,,,,00:00:00,MOT,he's got some wood ?,he be get some wood ?,pro_sub aux part pro_indef n,,formatted/Bates/Story28/georgest.json,u5 u40,george
82,,,,,00:00:00,MOT,what else does he have ?,what else do he have ?,pro_int post mod pro_sub v,,formatted/Bates/Story28/georgest.json,u5 u40,george
83,,,,,00:00:00,CHI,woods .,wood .,n,,formatted/Bates/Story28/georgest.json,u5 u40,george
84,,,,,00:00:00,MOT,right here ?,right here ?,adv n,points to book . looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
85,,,,,00:00:00,CHI,woods .,wood .,n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
86,,,,,00:00:00,MOT,oh okay that's woods .,oh okay that be wood .,co co pro_dem cop n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
87,,,,,00:00:00,MOT,he's gonna go ...,he be go to go ...,pro_sub aux part inf v,,formatted/Bates/Story28/georgest.json,u5 u40,george
88,,,,,00:00:00,MOT,what's he making now ?,what be he make now ?,pro_int cop pro_sub part adv_tem,,formatted/Bates/Story28/georgest.json,u5 u40,george
89,,,,,00:00:00,CHI,he made the house !,he make the house !,pro_sub v det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
90,,,,,00:00:00,MOT,he made the house ?,he make the house ?,pro_sub v det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
91,,,,,00:00:00,MOT,for who ?,for who ?,prep pro_rel,,formatted/Bates/Story28/georgest.json,u5 u40,george
92,,,,,00:00:00,MOT,who did that ?,who do that ?,pro_int mod pro_dem,,formatted/Bates/Story28/georgest.json,u5 u40,george
93,,,,,00:00:00,CHI,birdie ?,bird ?,n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
94,,,,,00:00:00,MOT,for the birdie ?,for the bird ?,prep det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
95,,,,,00:00:00,MOT,that's nice !,that be nice !,pro_dem cop adj,,formatted/Bates/Story28/georgest.json,u5 u40,george
96,,,,,00:00:00,MOT,what's that in there ?,what be that in there ?,pro_int cop pro_dem prep n,,formatted/Bates/Story28/georgest.json,u5 u40,george
97,,,,,00:00:00,CHI,ah a window .,ah a window .,co det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
98,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
99,,,,,00:00:00,CHI,fall down .,fall down .,v adv,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
100,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
101,,,,,00:00:00,INV,a window fell down .,a window fall down .,det_art n v adv,,formatted/Bates/Story28/georgest.json,u5 u40,george
102,,,,,00:00:00,MOT,oh .,oh .,co,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
103,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
104,,,,,00:00:00,MOT,what's in there ?,what be in there ?,pro_int cop prep n,,formatted/Bates/Story28/georgest.json,u5 u40,george
105,,,,,00:00:00,CHI,he's looking in the window .,he be look in the window .,pro_sub aux part prep det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
106,,,,,00:00:00,MOT,looking out the window ?,look out the window ?,part adv det_art n,looks at book,formatted/Bates/Story28/georgest.json,u5 u40,george
107,,,,,00:00:00,CHI,yep .,yep .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
108,,,,,00:00:00,MOT,oh .,oh .,co,points to book,formatted/Bates/Story28/georgest.json,u5 u40,george
109,,,,,00:00:00,MOT,what's he looking at ?,what be he look at ?,pro_int cop pro_sub part prep,,formatted/Bates/Story28/georgest.json,u5 u40,george
110,,,,,00:00:00,CHI,his car .,his car .,det_poss n,,formatted/Bates/Story28/georgest.json,u5 u40,george
111,,,,,00:00:00,MOT,his car ?,his car ?,det_poss n,,formatted/Bates/Story28/georgest.json,u5 u40,george
112,,,,,00:00:00,MOT,hm .,hm .,co,,formatted/Bates/Story28/georgest.json,u5 u40,george
113,,,,,00:00:00,MOT,the end .,the end .,det_art n,,formatted/Bates/Story28/georgest.json,u5 u40,george
114,,,,,00:00:00,CHI,,,,looks at book . smiles,formatted/Bates/Story28/georgest.json,u5 u40,george
115,,,,,00:00:00,MOT,did you like that story George ?,do you like that story George ?,mod pro_per v det_dem n n_prop,looks at George,formatted/Bates/Story28/georgest.json,u5 u40,george
0,,,,,00:00:00,INV,do you want to tell this story to your mommy ?,do you want to tell this story to your mommy ?,mod pro_per v inf v det_dem n prep det_poss n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
1,,,,,00:00:00,CHI,uhhuh .,uhhuh .,co,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
2,,,,,00:00:00,CHI,Mom and that .,Mom and that .,n_prop coord pro_dem,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
3,,,,,00:00:00,MOT,who is that ?,who be that ?,pro_int cop pro_dem,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
4,,,,,00:00:00,CHI,that bunny !,that bunny !,det_dem n,looks at book looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
5,,,,,00:00:00,MOT,that's a bunny ?,that be a bunny ?,pro_dem cop det_art n,<1w-3w> looks at Paula .,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
6,,,,,00:00:00,MOT,okay .,okay .,co,<1w> looks at Paula .,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
7,,,,,00:00:00,MOT,do you know what the bunny's name is ?,do you know what the bunny name be ?,mod pro_per v pro_int det_art adj n cop,<1w> looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
8,,,,,00:00:00,CHI,there house .,there house .,adv n,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
9,,,,,00:00:00,MOT,house okay .,house okay .,n adj,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
10,,,,,00:00:00,CHI,that there's yellow .,that there yellow .,det_dem adj n,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
11,,,,,00:00:00,MOT,yellow .,yellow .,n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
12,,,,,00:00:00,MOT,but what is she doing ?,but what be she do ?,conj pro_int cop pro_sub part,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
13,,,,,00:00:00,CHI,her sledding !,her sled !,pro_obj part,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
14,,,,,00:00:00,MOT,sledding ?,sled ?,part,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
15,,,,,00:00:00,CHI,uhhuh .,uhhuh .,co,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
16,,,,,00:00:00,MOT,yeah .,yeah .,co,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
17,,,,,00:00:00,MOT,what color of hat does she have ?,what color of hat do she have ?,det_int n prep n mod pro_sub v,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
18,,,,,00:00:00,CHI,,,,looks at Mother,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
19,,,,,00:00:00,CHI,red !,red !,adj,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
20,,,,,00:00:00,MOT,right .,right .,co,<aft> looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
21,,,,,00:00:00,CHI,that snowman .,that snowman .,det_dem n,<1w> looks at book . <1w-2w> looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
22,,,,,00:00:00,CHI,yyy,,,<1w> looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
23,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
24,,,,,00:00:00,CHI,snowman .,snowman .,n,looks at book . points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
25,,,,,00:00:00,MOT,okay .,okay .,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
26,,,,,00:00:00,MOT,but what does he have for a nose ?,but what do he have for a nose ?,conj pro_int mod pro_sub v prep det_art n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
27,,,,,00:00:00,CHI,a hat !,a hat !,det_art n,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
28,,,,,00:00:00,MOT,okay .,okay .,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
29,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
30,,,,,00:00:00,MOT,what ?,what ?,pro_int,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
31,,,,,00:00:00,CHI,,,,"<aft> looks at Mother , at book . points to book",formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
32,,,,,00:00:00,CHI,,,,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
33,,,,,00:00:00,MOT,what is the rabbit doing ?,what be the rabbit do ?,pro_int aux det_art n part,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
34,,,,,00:00:00,CHI,crying .,cry .,part,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
35,,,,,00:00:00,MOT,why is she crying ?,why be she cry ?,pro_int cop pro_sub part,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
36,,,,,00:00:00,CHI,cuse kicking bird .,because kick bird .,conj n_gerund n,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
37,,,,,00:00:00,MOT,uhhuh .,uhhuh .,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
38,,,,,00:00:00,MOT,what's she doing there ?,what be she do there ?,pro_int cop pro_sub part adv,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
39,,,,,00:00:00,CHI,a snowman .,a snowman .,det_art n,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
40,,,,,00:00:00,CHI,that snow .,that snow .,det_dem n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
41,,,,,00:00:00,MOT,okay .,okay .,co,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
42,,,,,00:00:00,MOT,but what is this ?,but what be this ?,conj pro_int cop det_dem,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
43,,,,,00:00:00,CHI,house .,house .,n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
44,,,,,00:00:00,CHI,told you !,tell you !,v pro_per,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
45,,,,,00:00:00,MOT,see what I mean ?,see what I mean ?,v pro_int pro_sub v,rolls eyes and gestures,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
46,,,,,00:00:00,INV,,,,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
47,,,,,00:00:00,CHI,bunny .,bunny .,n,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
48,,,,,00:00:00,MOT,can you tell me the story of what happened with the rabbit ?,can you tell me the story of what happen with the rabbit ?,mod pro_per v pro_obj det_art n prep pro_int v prep det_art n,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
49,,,,,00:00:00,CHI,right there .,right there .,adv n,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
50,,,,,00:00:00,MOT,what's she do ?,what be she do ?,pro_int cop pro_sub v,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
51,,,,,00:00:00,CHI,yyy,,,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
52,,,,,00:00:00,MOT,huh ?,huh ?,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
53,,,,,00:00:00,CHI,yyy,,,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
54,,,,,00:00:00,MOT,the window .,the window .,det_art n,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
55,,,,,00:00:00,MOT,oh I see .,oh I see .,co pro_sub v,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
56,,,,,00:00:00,MOT,did you understand the story ?,do you understand the story ?,mod pro_per v det_art n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
57,,,,,00:00:00,CHI,uhhuh .,uhhuh .,co,<1w> points to book . looks at book .,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
58,,,,,00:00:00,CHI,what ?,what ?,pro_int,<1w> points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
59,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
60,,,,,00:00:00,CHI,bunny !,bunny !,n,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
61,,,,,00:00:00,CHI,window !,window !,n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
62,,,,,00:00:00,MOT,bunny at the window .,bunny at the window .,n prep det_art n,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
63,,,,,00:00:00,MOT,okay .,okay .,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
64,,,,,00:00:00,MOT,did she help a doggie ?,do she help a doggie ?,mod pro_sub v det_art chi,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
65,,,,,00:00:00,CHI,uhhuh .,uhhuh .,co,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
66,,,,,00:00:00,MOT,or did she help a birdie ?,or do she help a birdie ?,coord mod pro_sub v det_art chi,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
67,,,,,00:00:00,CHI,a birdie .,a birdie .,det_art chi,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
68,,,,,00:00:00,MOT,uhhuh .,uhhuh .,co,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
69,,,,,00:00:00,MOT,why did she help the birdie ?,why do she help the birdie ?,pro_int mod pro_sub v det_art chi,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
70,,,,,00:00:00,CHI,cuse .,because .,conj,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
71,,,,,00:00:00,MOT,why ?,why ?,pro_rel,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
72,,,,,00:00:00,CHI,to help that bird .,to help that bird .,inf co comp n,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
73,,,,,00:00:00,MOT,why did she help him ?,why do she help him ?,pro_int mod pro_sub v pro_obj,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
74,,,,,00:00:00,CHI,cuse .,because .,conj,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
75,,,,,00:00:00,MOT,why ?,why ?,pro_rel,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
76,,,,,00:00:00,CHI,cuse !,because !,conj,<aft> looks at Investigator,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
77,,,,,00:00:00,INV,isn't that ,be not that ,cop neg pro_dem,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
78,,,,,00:00:00,INV,crying ?,cry ?,part,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
79,,,,,00:00:00,MOT,no that's ,no that be ,co pro_dem cop,<bef> looks at Investigator and gestures helplessly,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
80,,,,,00:00:00,MOT,because .,because .,conj,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
81,,,,,00:00:00,INV,oh I see .,oh I see .,co pro_sub v,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
82,,,,,00:00:00,INV,I see .,I see .,pro_sub v,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
83,,,,,00:00:00,CHI,what that ?,what that ?,pro_int comp,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
84,,,,,00:00:00,MOT,when she doesn't want to tell you or doesn't know the answer it's ,when she do not want to tell you or do not know the answer it be ,conj pro_sub mod neg v inf v pro_per coord mod neg v det_art n pro_per cop,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
85,,,,,00:00:00,MOT,cum .,cum .,chi,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
86,,,,,00:00:00,CHI,what this ?,what this ?,pro_int det_dem,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
87,,,,,00:00:00,CHI,what this ?,what this ?,pro_int det_dem,points to book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
88,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,looks at Paula,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
89,,,,,00:00:00,MOT,you tell me .,you tell me .,pro_per v pro_obj,,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
90,,,,,00:00:00,CHI,drinkin up !,drink up !,part adv,looks at book,formatted/Bates/Story28/paulast.json,u18 u58 u127 u129 u157 u161,paula
